Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 01:00 AM,2017,01,01,01,39.2,110,Unhealthy for Sensitive Groups,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 02:00 AM,2017,01,01,02,36.1,102,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 03:00 AM,2017,01,01,03,31.0,91,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 04:00 AM,2017,01,01,04,31.0,91,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 05:00 AM,2017,01,01,05,33.5,96,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 06:00 AM,2017,01,01,06,32.7,94,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 07:00 AM,2017,01,01,07,32.8,95,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 08:00 AM,2017,01,01,08,35.4,100,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 09:00 AM,2017,01,01,09,34.2,97,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 10:00 AM,2017,01,01,10,31.1,91,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 11:00 AM,2017,01,01,11,29.5,88,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 12:00 PM,2017,01,01,12,23.2,74,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 01:00 PM,2017,01,01,13,20.6,69,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 02:00 PM,2017,01,01,14,18.8,65,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 03:00 PM,2017,01,01,15,15.9,59,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 04:00 PM,2017,01,01,16,14.4,56,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 05:00 PM,2017,01,01,17,15.7,59,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 06:00 PM,2017,01,01,18,18.8,65,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 07:00 PM,2017,01,01,19,25.4,79,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 08:00 PM,2017,01,01,20,29.2,87,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 09:00 PM,2017,01,01,21,31.6,92,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 10:00 PM,2017,01,01,22,35.3,100,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-01 11:00 PM,2017,01,01,23,36.6,104,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 12:00 AM,2017,01,02,00,45.8,126,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 01:00 AM,2017,01,02,01,32.4,94,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 02:00 AM,2017,01,02,02,26.2,81,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 03:00 AM,2017,01,02,03,23.6,75,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 04:00 AM,2017,01,02,04,18.8,65,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 05:00 AM,2017,01,02,05,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 06:00 AM,2017,01,02,06,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 07:00 AM,2017,01,02,07,24.2,76,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 08:00 AM,2017,01,02,08,27.1,83,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 09:00 AM,2017,01,02,09,26.0,80,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 10:00 AM,2017,01,02,10,27.0,82,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 11:00 AM,2017,01,02,11,27.0,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 12:00 PM,2017,01,02,12,24.0,76,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 01:00 PM,2017,01,02,13,24.0,76,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 02:00 PM,2017,01,02,14,23.0,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 03:00 PM,2017,01,02,15,21.0,70,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 04:00 PM,2017,01,02,16,20.1,68,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 05:00 PM,2017,01,02,17,21.3,70,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 06:00 PM,2017,01,02,18,22.7,73,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 07:00 PM,2017,01,02,19,27.5,83,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 08:00 PM,2017,01,02,20,32.5,94,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 09:00 PM,2017,01,02,21,36.2,103,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 10:00 PM,2017,01,02,22,35.1,99,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-02 11:00 PM,2017,01,02,23,39.0,110,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 12:00 AM,2017,01,03,00,40.0,112,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 01:00 AM,2017,01,03,01,38.0,107,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 02:00 AM,2017,01,03,02,32.0,93,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 03:00 AM,2017,01,03,03,31.0,91,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 04:00 AM,2017,01,03,04,30.2,89,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 05:00 AM,2017,01,03,05,33.2,95,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 06:00 AM,2017,01,03,06,37.1,105,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 07:00 AM,2017,01,03,07,41.2,115,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 08:00 AM,2017,01,03,08,49.0,134,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 09:00 AM,2017,01,03,09,53.5,145,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 10:00 AM,2017,01,03,10,52.7,143,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 11:00 AM,2017,01,03,11,54.8,149,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 12:00 PM,2017,01,03,12,52.4,143,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 01:00 PM,2017,01,03,13,43.2,120,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 02:00 PM,2017,01,03,14,41.1,115,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 03:00 PM,2017,01,03,15,38.5,108,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 04:00 PM,2017,01,03,16,35.2,100,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 05:00 PM,2017,01,03,17,31.8,92,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 06:00 PM,2017,01,03,18,31.4,92,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 07:00 PM,2017,01,03,19,30.7,90,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 08:00 PM,2017,01,03,20,29.8,88,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 09:00 PM,2017,01,03,21,30.9,91,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 10:00 PM,2017,01,03,22,30.9,91,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-03 11:00 PM,2017,01,03,23,38.9,109,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 12:00 AM,2017,01,04,00,36.4,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 01:00 AM,2017,01,04,01,35.4,100,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 02:00 AM,2017,01,04,02,44.6,123,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 03:00 AM,2017,01,04,03,43.8,121,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 04:00 AM,2017,01,04,04,55.5,151,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 05:00 AM,2017,01,04,05,62.2,154,Unhealthy,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 06:00 AM,2017,01,04,06,55.6,151,Unhealthy,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 07:00 AM,2017,01,04,07,55.6,151,Unhealthy,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 08:00 AM,2017,01,04,08,51.8,141,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 09:00 AM,2017,01,04,09,57.0,152,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 10:00 AM,2017,01,04,10,58.1,152,Unhealthy,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 11:00 AM,2017,01,04,11,53.4,145,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 12:00 PM,2017,01,04,12,77.5,162,Unhealthy,101.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 01:00 PM,2017,01,04,13,57.1,152,Unhealthy,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 02:00 PM,2017,01,04,14,44.0,122,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 03:00 PM,2017,01,04,15,43.5,121,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 04:00 PM,2017,01,04,16,41.7,116,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 05:00 PM,2017,01,04,17,39.3,110,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 06:00 PM,2017,01,04,18,38.6,109,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 07:00 PM,2017,01,04,19,41.3,115,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 08:00 PM,2017,01,04,20,41.1,115,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 09:00 PM,2017,01,04,21,48.0,132,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 10:00 PM,2017,01,04,22,64.5,156,Unhealthy,81.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-04 11:00 PM,2017,01,04,23,69.2,158,Unhealthy,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 12:00 AM,2017,01,05,00,74.1,161,Unhealthy,79.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 01:00 AM,2017,01,05,01,72.5,160,Unhealthy,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 02:00 AM,2017,01,05,02,68.2,158,Unhealthy,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 03:00 AM,2017,01,05,03,72.1,160,Unhealthy,76.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 04:00 AM,2017,01,05,04,69.0,158,Unhealthy,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 05:00 AM,2017,01,05,05,68.0,157,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 06:00 AM,2017,01,05,06,60.6,154,Unhealthy,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 07:00 AM,2017,01,05,07,60.8,154,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 08:00 AM,2017,01,05,08,67.9,157,Unhealthy,78.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 09:00 AM,2017,01,05,09,71.0,159,Unhealthy,77.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 10:00 AM,2017,01,05,10,70.8,159,Unhealthy,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 11:00 AM,2017,01,05,11,66.2,157,Unhealthy,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 12:00 PM,2017,01,05,12,47.0,129,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 01:00 PM,2017,01,05,13,34.7,99,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 02:00 PM,2017,01,05,14,28.1,85,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 03:00 PM,2017,01,05,15,25.5,79,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 04:00 PM,2017,01,05,16,24.2,76,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 05:00 PM,2017,01,05,17,23.1,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 06:00 PM,2017,01,05,18,24.0,76,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 07:00 PM,2017,01,05,19,28.0,84,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 08:00 PM,2017,01,05,20,30.5,90,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 09:00 PM,2017,01,05,21,29.7,88,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 10:00 PM,2017,01,05,22,28.3,85,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-05 11:00 PM,2017,01,05,23,30.8,90,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 12:00 AM,2017,01,06,00,31.2,91,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 01:00 AM,2017,01,06,01,31.9,93,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 02:00 AM,2017,01,06,02,34.0,97,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 03:00 AM,2017,01,06,03,34.0,97,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 04:00 AM,2017,01,06,04,25.6,79,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 05:00 AM,2017,01,06,05,32.3,93,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 06:00 AM,2017,01,06,06,51.1,139,Unhealthy for Sensitive Groups,70.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 07:00 AM,2017,01,06,07,60.0,153,Unhealthy,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 08:00 AM,2017,01,06,08,50.5,138,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 09:00 AM,2017,01,06,09,39.7,111,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 10:00 AM,2017,01,06,10,33.8,97,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 11:00 AM,2017,01,06,11,28.4,85,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 12:00 PM,2017,01,06,12,22.2,72,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 01:00 PM,2017,01,06,13,17.1,62,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 02:00 PM,2017,01,06,14,15.5,58,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 03:00 PM,2017,01,06,15,16.7,61,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 04:00 PM,2017,01,06,16,16.7,61,Moderate,19.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 05:00 PM,2017,01,06,17,-999.0,-999,N/A,19.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 06:00 PM,2017,01,06,18,-999.0,-999,N/A,19.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 07:00 PM,2017,01,06,19,-999.0,-999,N/A,19.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 08:00 PM,2017,01,06,20,-999.0,-999,N/A,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 09:00 PM,2017,01,06,21,21.2,70,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 10:00 PM,2017,01,06,22,21.0,70,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-06 11:00 PM,2017,01,06,23,35.9,102,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 12:00 AM,2017,01,07,00,40.0,112,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 01:00 AM,2017,01,07,01,49.1,134,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 02:00 AM,2017,01,07,02,49.0,134,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 03:00 AM,2017,01,07,03,77.1,162,Unhealthy,105.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 04:00 AM,2017,01,07,04,72.0,160,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 05:00 AM,2017,01,07,05,67.5,157,Unhealthy,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 06:00 AM,2017,01,07,06,60.7,154,Unhealthy,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 07:00 AM,2017,01,07,07,58.3,152,Unhealthy,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 08:00 AM,2017,01,07,08,67.6,157,Unhealthy,77.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 09:00 AM,2017,01,07,09,63.3,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 10:00 AM,2017,01,07,10,44.1,122,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 11:00 AM,2017,01,07,11,34.0,97,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 12:00 PM,2017,01,07,12,25.0,78,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 01:00 PM,2017,01,07,13,23.5,75,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 02:00 PM,2017,01,07,14,22.7,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 03:00 PM,2017,01,07,15,18.3,64,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 04:00 PM,2017,01,07,16,16.6,60,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 05:00 PM,2017,01,07,17,12.8,52,Moderate,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 06:00 PM,2017,01,07,18,17.9,63,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 07:00 PM,2017,01,07,19,20.9,70,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 08:00 PM,2017,01,07,20,26.4,81,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 09:00 PM,2017,01,07,21,26.7,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 10:00 PM,2017,01,07,22,25.8,80,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-07 11:00 PM,2017,01,07,23,26.4,81,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 12:00 AM,2017,01,08,00,31.7,92,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 01:00 AM,2017,01,08,01,27.3,83,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 02:00 AM,2017,01,08,02,24.6,77,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 03:00 AM,2017,01,08,03,24.3,77,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 04:00 AM,2017,01,08,04,23.1,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 05:00 AM,2017,01,08,05,22.9,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 06:00 AM,2017,01,08,06,22.9,74,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 07:00 AM,2017,01,08,07,22.5,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 08:00 AM,2017,01,08,08,22.3,72,Moderate,22.0,UG/M3,1 Hr,Valid
