date,type,maxpressurem,maxdewptm,maxpressurei,maxdewpti,since1julheatingdegreedaysnormal,heatingdegreedaysnormal,since1sepcoolingdegreedaysnormal,hail,since1julsnowfallm,since1julheatingdegreedays,maxvisi,since1sepheatingdegreedaysnormal,heatingdegreedays,mindewptm,since1sepheatingdegreedays,maxwspdm,since1julsnowfalli,since1sepcoolingdegreedays,snow,meanvism,meandewptm,snowdepthm,meanvisi,fog,snowdepthi,minvism,since1jancoolingdegreedays,minvisi,coolingdegreedaysnormal,gdegreedays,maxwspdi,meanwindspdi,meanpressurei,monthtodateheatingdegreedaysnormal,meanwindspdm,meanpressurem,tornado,mindewpti,mintempi,meandewpti,rain,mintempm,minhumidity,precipsource,minwspdi,meanwdird,meanwdire,minwspdm,monthtodatesnowfalli,monthtodatecoolingdegreedaysnormal,monthtodatesnowfallm,maxhumidity,coolingdegreedays,maxtempm,minpressurei,monthtodatecoolingdegreedays,maxtempi,minpressurem,humidity,precipi,snowfalli,since1jancoolingdegreedaysnormal,precipm,snowfallm,thunder,monthtodateheatingdegreedays,meantempi,maxvism,meantempm,
20150112,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150113,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150114,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150115,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150116,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150117,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150118,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150119,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150120,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150121,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150122,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150123,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150124,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150125,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150126,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150127,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150128,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150129,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150130,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150131,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150201,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150202,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150203,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150204,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150205,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150206,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150207,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150208,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150209,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150210,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150211,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150212,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150213,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150214,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150215,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150216,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150217,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150218,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150219,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150220,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150221,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150222,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150223,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150224,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150225,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20150226,daily,1011,27,29.86,81,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,24,NaN,33,NaN,NaN,0,9.8,25,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,34,21,6,29.81,NaN,9,1009.18,0,75,77,77,1,25,63,3Or6HourObs,0,118,ESE,0,NaN,NaN,NaN,100,19,33,29.71,NaN,91,1006,81,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
