date,type,maxpressurem,maxdewptm,maxpressurei,maxdewpti,since1julheatingdegreedaysnormal,heatingdegreedaysnormal,since1sepcoolingdegreedaysnormal,hail,since1julsnowfallm,since1julheatingdegreedays,maxvisi,since1sepheatingdegreedaysnormal,heatingdegreedays,mindewptm,since1sepheatingdegreedays,maxwspdm,since1julsnowfalli,since1sepcoolingdegreedays,snow,meanvism,meandewptm,snowdepthm,meanvisi,fog,snowdepthi,minvism,since1jancoolingdegreedays,minvisi,coolingdegreedaysnormal,gdegreedays,maxwspdi,meanwindspdi,meanpressurei,monthtodateheatingdegreedaysnormal,meanwindspdm,meanpressurem,tornado,mindewpti,mintempi,meandewpti,rain,mintempm,minhumidity,precipsource,minwspdi,meanwdird,meanwdire,minwspdm,monthtodatesnowfalli,monthtodatecoolingdegreedaysnormal,monthtodatesnowfallm,maxhumidity,coolingdegreedays,maxtempm,minpressurei,monthtodatecoolingdegreedays,maxtempi,minpressurem,humidity,precipi,snowfalli,since1jancoolingdegreedaysnormal,precipm,snowfallm,thunder,monthtodateheatingdegreedays,meantempi,maxvism,meantempm,
20160130,daily,1013,21,29.92,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,19,NaN,22,NaN,NaN,0,10.0,20,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,36,14,7,29.85,NaN,11,1010.83,0,66,78,69,0,26,39,3Or6HourObs,1,116,ESE,2,NaN,NaN,NaN,74,22,35,29.80,NaN,95,1009,59,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160131,daily,1013,20,29.92,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,16,NaN,17,NaN,NaN,0,9.9,19,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,36,10,6,29.85,NaN,9,1010.52,0,61,77,66,0,25,32,3Or6HourObs,1,113,ESE,2,NaN,NaN,NaN,69,22,36,29.77,NaN,96,1008,53,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160201,daily,1014,21,29.95,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,18,NaN,NaN,0,9.4,19,NaN,5.9,0,NaN,6.0,NaN,3.7,NaN,36,12,6,29.85,NaN,9,1010.65,0,59,77,67,0,25,28,3Or6HourObs,4,83,East,6,NaN,NaN,NaN,74,22,36,29.77,NaN,96,1008,56,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160202,daily,1013,21,29.92,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,17,NaN,22,NaN,NaN,0,9.5,20,NaN,5.9,0,NaN,6.0,NaN,3.7,NaN,35,14,4,29.84,NaN,6,1010.44,0,63,75,68,0,24,34,3Or6HourObs,1,66,ENE,2,NaN,NaN,NaN,83,20,35,29.77,NaN,95,1008,61,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160203,daily,1013,22,29.92,72,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,18,NaN,18,NaN,NaN,0,10.0,20,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,35,12,4,29.85,NaN,6,1010.60,0,64,75,67,0,24,36,3Or6HourObs,1,50,NE,2,NaN,NaN,NaN,74,20,35,29.77,NaN,95,1008,57,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160204,daily,1013,21,29.92,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,18,NaN,17,NaN,NaN,0,9.8,19,NaN,6.1,0,NaN,7.0,NaN,4.3,NaN,35,10,4,29.85,NaN,7,1010.62,0,64,75,67,0,24,38,3Or6HourObs,1,120,ESE,2,NaN,NaN,NaN,69,20,35,29.77,NaN,95,1008,57,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160205,daily,1013,22,29.92,72,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,18,NaN,20,NaN,NaN,0,9.9,20,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,36,13,4,29.82,NaN,7,1009.77,0,64,77,68,0,25,36,3Or6HourObs,0,49,NE,0,NaN,NaN,NaN,78,21,35,29.74,NaN,95,1007,61,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160206,daily,1014,21,29.95,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,18,NaN,NaN,0,10.0,18,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,33,12,4,29.86,NaN,7,1011.02,0,59,73,65,0,23,34,3Or6HourObs,1,33,NNE,2,NaN,NaN,NaN,78,18,34,29.80,NaN,93,1009,59,0.00,NaN,NaN,0.0,NaN,0,NaN,83,10.0,28,
20160207,daily,1016,17,30.01,63,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,9,NaN,17,NaN,NaN,0,10.0,13,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,29,10,6,29.93,NaN,10,1013.35,0,48,69,56,0,21,25,3Or6HourObs,4,27,NNE,6,NaN,NaN,NaN,65,14,32,29.86,NaN,89,1011,50,0.00,NaN,NaN,0.0,NaN,0,NaN,79,10.0,26,
20160208,daily,1016,17,30.01,63,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,11,NaN,15,NaN,NaN,0,9.7,13,NaN,6.0,0,NaN,7.0,NaN,4.3,NaN,26,9,5,29.93,NaN,9,1013.27,0,52,64,55,0,18,31,3Or6HourObs,2,322,NW,4,NaN,NaN,NaN,68,10,31,29.83,NaN,87,1010,51,0.00,NaN,NaN,0.0,NaN,0,NaN,76,10.0,24,
20160209,daily,1014,19,29.95,66,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,14,NaN,17,NaN,NaN,0,9.4,17,NaN,5.8,0,NaN,6.0,NaN,3.7,NaN,28,10,4,29.89,NaN,7,1012.04,0,57,68,62,0,20,36,3Or6HourObs,1,240,WSW,2,NaN,NaN,NaN,78,14,32,29.83,NaN,89,1010,59,0.00,NaN,NaN,0.0,NaN,0,NaN,78,10.0,26,
20160210,daily,1014,20,29.95,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,18,NaN,NaN,0,9.4,18,NaN,5.8,0,NaN,5.0,NaN,3.1,NaN,31,12,4,29.88,NaN,7,1011.56,0,59,69,64,0,21,32,3Or6HourObs,0,2,North,0,NaN,NaN,NaN,83,16,34,29.80,NaN,93,1009,60,0.00,NaN,NaN,0.0,NaN,0,NaN,81,10.0,28,
20160211,daily,1013,21,29.92,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,17,NaN,18,NaN,NaN,0,10.0,20,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,33,12,5,29.86,NaN,9,1010.90,0,63,73,68,0,23,38,3Or6HourObs,1,122,ESE,2,NaN,NaN,NaN,83,18,34,29.80,NaN,93,1009,63,0.00,NaN,NaN,0.0,NaN,0,NaN,83,10.0,28,
20160212,daily,1013,22,29.92,72,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,19,NaN,18,NaN,NaN,0,10.0,21,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,35,12,7,29.86,NaN,12,1010.96,0,66,77,69,0,25,43,3Or6HourObs,4,136,SE,6,NaN,NaN,NaN,83,20,34,29.77,NaN,93,1008,65,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160213,daily,1014,23,29.95,73,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,20,NaN,18,NaN,NaN,0,10.0,22,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,35,12,6,29.87,NaN,9,1011.21,0,68,77,71,0,25,46,3Or6HourObs,2,147,SSE,4,NaN,NaN,NaN,83,20,34,29.80,NaN,93,1009,68,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160214,daily,1013,24,29.92,75,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,21,NaN,20,NaN,NaN,0,10.0,22,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,35,13,7,29.87,NaN,11,1011.25,0,70,77,72,0,25,49,3Or6HourObs,4,146,SE,6,NaN,NaN,NaN,89,20,34,29.80,NaN,93,1009,71,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160215,daily,1015,23,29.98,73,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,18,NaN,22,NaN,NaN,0,10.0,21,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,36,14,7,29.91,NaN,11,1012.81,0,64,77,69,0,25,38,3Or6HourObs,2,130,SE,4,NaN,NaN,NaN,83,21,35,29.83,NaN,95,1010,63,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160216,daily,1017,20,30.04,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,20,NaN,NaN,0,10.0,19,NaN,6.2,0,NaN,10.0,NaN,6.2,NaN,35,13,6,29.94,NaN,10,1013.56,0,59,75,66,0,24,34,3Or6HourObs,1,133,SE,2,NaN,NaN,NaN,74,20,35,29.86,NaN,95,1011,56,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160217,daily,1017,21,30.04,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,16,NaN,22,NaN,NaN,0,9.6,19,NaN,5.9,0,NaN,6.0,NaN,3.7,NaN,35,14,4,29.94,NaN,7,1013.83,0,61,75,66,0,24,32,3Or6HourObs,1,106,ESE,2,NaN,NaN,NaN,78,20,35,29.86,NaN,95,1011,58,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160218,daily,1016,20,30.01,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,20,NaN,NaN,0,9.8,18,NaN,6.1,0,NaN,8.0,NaN,5.0,NaN,32,13,5,29.91,NaN,9,1012.81,0,59,71,64,0,22,34,3Or6HourObs,0,122,ESE,0,NaN,NaN,NaN,78,17,34,29.83,NaN,93,1010,54,0.00,NaN,NaN,0.0,NaN,0,NaN,82,10.0,28,
20160219,daily,1016,19,30.01,66,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,14,NaN,17,NaN,NaN,0,10.0,16,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,33,10,6,29.92,NaN,10,1012.94,0,57,71,62,0,22,28,3Or6HourObs,2,114,ESE,4,NaN,NaN,NaN,73,18,35,29.83,NaN,95,1010,50,0.00,NaN,NaN,0.0,NaN,0,NaN,83,10.0,28,
20160220,daily,1017,21,30.04,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,10,NaN,22,NaN,NaN,0,9.6,16,NaN,6.0,0,NaN,6.0,NaN,3.7,NaN,33,14,6,29.94,NaN,9,1013.81,0,50,73,62,0,23,26,3Or6HourObs,1,120,ESE,2,NaN,NaN,NaN,78,18,34,29.89,NaN,93,1012,52,0.00,NaN,NaN,0.0,NaN,0,NaN,83,10.0,28,
20160221,daily,1016,19,30.01,66,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,20,NaN,NaN,0,9.6,18,NaN,6.0,0,NaN,6.0,NaN,3.7,NaN,32,13,6,29.93,NaN,10,1013.48,0,59,71,64,0,22,32,3Or6HourObs,2,111,ESE,4,NaN,NaN,NaN,78,17,34,29.86,NaN,93,1011,56,0.00,NaN,NaN,0.0,NaN,0,NaN,82,10.0,28,
20160222,daily,1017,20,30.04,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,17,NaN,18,NaN,NaN,0,10.0,19,NaN,6.2,0,NaN,9.0,NaN,5.6,NaN,35,12,6,29.96,NaN,10,1014.31,0,63,75,65,0,24,34,3Or6HourObs,1,117,ESE,2,NaN,NaN,NaN,74,20,35,29.89,NaN,95,1012,57,0.00,NaN,NaN,0.0,NaN,0,NaN,85,10.0,30,
20160223,daily,1015,22,29.98,72,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,14,NaN,24,NaN,NaN,0,9.5,20,NaN,5.9,0,NaN,7.0,NaN,4.3,NaN,34,15,8,29.92,NaN,12,1013.11,0,57,75,67,0,24,42,3Or6HourObs,2,139,SE,4,NaN,NaN,NaN,83,19,34,29.83,NaN,93,1010,62,0.00,NaN,NaN,0.0,NaN,0,NaN,84,10.0,29,
20160224,daily,1016,20,30.01,68,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,15,NaN,20,NaN,NaN,0,9.7,18,NaN,6.0,0,NaN,6.0,NaN,3.7,NaN,36,13,5,29.93,NaN,9,1013.27,0,59,75,64,0,24,28,3Or6HourObs,2,55,NE,4,NaN,NaN,NaN,74,20,36,29.83,NaN,96,1010,53,0.00,NaN,NaN,0.0,NaN,0,NaN,86,10.0,30,
20160225,daily,1016,21,30.01,70,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,17,NaN,18,NaN,NaN,0,9.7,18,NaN,6.0,0,NaN,7.0,NaN,4.3,NaN,32,12,5,29.97,NaN,8,1014.56,0,63,75,64,0,24,40,3Or6HourObs,2,44,NE,4,NaN,NaN,NaN,69,17,32,29.89,NaN,89,1012,54,0.00,NaN,NaN,0.0,NaN,0,NaN,82,10.0,28,
20160226,daily,1016,22,30.01,72,NaN,NaN,NaN,0,NaN,NaN,6.2,NaN,0,17,NaN,17,NaN,NaN,0,9.9,18,NaN,6.2,0,NaN,8.0,NaN,5.0,NaN,33,10,6,29.96,NaN,10,1014.48,0,63,73,65,0,23,36,3Or6HourObs,2,42,NE,4,NaN,NaN,NaN,74,18,34,29.86,NaN,93,1011,57,0.00,NaN,NaN,0.0,NaN,0,NaN,83,10.0,28,
