Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 05:00 AM,2016,08,01,05,70,2,21.2,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 06:00 AM,2016,08,01,06,70,2,21.2,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 07:00 AM,2016,08,01,07,72,2,22.2,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 08:00 AM,2016,08,01,08,74,2,23.0,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 09:00 AM,2016,08,01,09,75,2,23.4,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 10:00 AM,2016,08,01,10,75,2,23.5,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 11:00 AM,2016,08,01,11,75,2,23.3,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 12:00 PM,2016,08,01,12,75,2,23.5,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 01:00 PM,2016,08,01,13,75,2,23.6,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 02:00 PM,2016,08,01,14,74,2,22.9,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 03:00 PM,2016,08,01,15,73,2,22.6,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 04:00 PM,2016,08,01,16,73,2,22.4,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 05:00 PM,2016,08,01,17,72,2,22.2,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 06:00 PM,2016,08,01,18,71,2,21.7,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 07:00 PM,2016,08,01,19,71,2,21.4,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 08:00 PM,2016,08,01,20,70,2,21.2,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 09:00 PM,2016,08,01,21,69,2,20.7,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 10:00 PM,2016,08,01,22,69,2,20.5,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-01 11:00 PM,2016,08,01,23,68,2,20.2,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 12:00 AM,2016,08,02,00,67,2,19.9,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 01:00 AM,2016,08,02,01,68,2,20.1,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 02:00 AM,2016,08,02,02,67,2,19.8,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 03:00 AM,2016,08,02,03,66,2,19.4,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 04:00 AM,2016,08,02,04,65,2,18.7,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 05:00 AM,2016,08,02,05,64,2,18.5,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 06:00 AM,2016,08,02,06,66,2,19.0,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 07:00 AM,2016,08,02,07,65,2,18.7,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 08:00 AM,2016,08,02,08,63,2,18.0,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 09:00 AM,2016,08,02,09,63,2,17.6,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 10:00 AM,2016,08,02,10,63,2,17.9,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 11:00 AM,2016,08,02,11,64,2,18.2,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 12:00 PM,2016,08,02,12,64,2,18.1,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 01:00 PM,2016,08,02,13,64,2,18.2,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 02:00 PM,2016,08,02,14,64,2,18.1,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 03:00 PM,2016,08,02,15,64,2,18.1,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 04:00 PM,2016,08,02,16,65,2,18.7,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 05:00 PM,2016,08,02,17,67,2,19.5,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 06:00 PM,2016,08,02,18,69,2,20.8,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 07:00 PM,2016,08,02,19,72,2,22.0,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 08:00 PM,2016,08,02,20,75,2,23.6,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 09:00 PM,2016,08,02,21,76,2,24.1,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 10:00 PM,2016,08,02,22,76,2,24.2,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-02 11:00 PM,2016,08,02,23,77,2,24.7,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 12:00 AM,2016,08,03,00,78,2,25.0,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 01:00 AM,2016,08,03,01,78,2,25.0,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 02:00 AM,2016,08,03,02,79,2,25.4,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 03:00 AM,2016,08,03,03,80,2,25.7,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 04:00 AM,2016,08,03,04,79,2,25.5,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 05:00 AM,2016,08,03,05,80,2,25.7,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 06:00 AM,2016,08,03,06,79,2,25.6,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 07:00 AM,2016,08,03,07,80,2,25.7,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 08:00 AM,2016,08,03,08,80,2,26.1,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 09:00 AM,2016,08,03,09,81,2,26.3,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 10:00 AM,2016,08,03,10,79,2,25.5,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 11:00 AM,2016,08,03,11,78,2,24.8,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 12:00 PM,2016,08,03,12,77,2,24.5,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 01:00 PM,2016,08,03,13,76,2,23.9,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 02:00 PM,2016,08,03,14,75,2,23.6,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 03:00 PM,2016,08,03,15,74,2,23.2,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 04:00 PM,2016,08,03,16,72,2,22.3,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 05:00 PM,2016,08,03,17,71,2,21.6,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 06:00 PM,2016,08,03,18,68,2,20.1,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 07:00 PM,2016,08,03,19,64,2,18.5,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 08:00 PM,2016,08,03,20,61,2,16.9,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 09:00 PM,2016,08,03,21,60,2,16.5,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 10:00 PM,2016,08,03,22,60,2,16.6,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-03 11:00 PM,2016,08,03,23,60,2,16.3,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 12:00 AM,2016,08,04,00,60,2,16.2,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 01:00 AM,2016,08,04,01,59,2,15.9,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 02:00 AM,2016,08,04,02,59,2,15.7,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 03:00 AM,2016,08,04,03,59,2,16.0,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 04:00 AM,2016,08,04,04,59,2,16.0,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 05:00 AM,2016,08,04,05,58,2,15.4,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 06:00 AM,2016,08,04,06,57,2,14.9,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 07:00 AM,2016,08,04,07,56,2,14.6,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 08:00 AM,2016,08,04,08,56,2,14.3,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 09:00 AM,2016,08,04,09,55,2,14.1,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 10:00 AM,2016,08,04,10,56,2,14.3,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 11:00 AM,2016,08,04,11,56,2,14.6,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 12:00 PM,2016,08,04,12,56,2,14.5,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 01:00 PM,2016,08,04,13,56,2,14.6,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 02:00 PM,2016,08,04,14,57,2,15.0,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 03:00 PM,2016,08,04,15,58,2,15.3,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 04:00 PM,2016,08,04,16,59,2,15.7,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 05:00 PM,2016,08,04,17,58,2,15.6,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 06:00 PM,2016,08,04,18,59,2,16.0,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 07:00 PM,2016,08,04,19,60,2,16.3,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 08:00 PM,2016,08,04,20,60,2,16.4,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 09:00 PM,2016,08,04,21,60,2,16.5,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 10:00 PM,2016,08,04,22,61,2,16.7,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-04 11:00 PM,2016,08,04,23,60,2,16.5,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 12:00 AM,2016,08,05,00,60,2,16.5,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 01:00 AM,2016,08,05,01,61,2,16.7,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 02:00 AM,2016,08,05,02,61,2,16.9,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 03:00 AM,2016,08,05,03,61,2,17.0,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 04:00 AM,2016,08,05,04,62,2,17.4,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 05:00 AM,2016,08,05,05,64,2,18.1,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 06:00 AM,2016,08,05,06,66,2,19.0,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 07:00 AM,2016,08,05,07,67,2,19.7,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 08:00 AM,2016,08,05,08,69,2,20.5,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 09:00 AM,2016,08,05,09,70,2,20.9,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 10:00 AM,2016,08,05,10,71,2,21.6,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 11:00 AM,2016,08,05,11,72,2,22.0,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 12:00 PM,2016,08,05,12,72,2,22.3,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 01:00 PM,2016,08,05,13,74,2,22.8,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 02:00 PM,2016,08,05,14,74,2,23.2,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 03:00 PM,2016,08,05,15,74,2,23.0,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 04:00 PM,2016,08,05,16,74,2,23.0,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 05:00 PM,2016,08,05,17,74,2,23.2,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 06:00 PM,2016,08,05,18,76,2,24.0,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 07:00 PM,2016,08,05,19,78,2,25.0,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 08:00 PM,2016,08,05,20,80,2,26.1,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 09:00 PM,2016,08,05,21,83,2,27.2,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 10:00 PM,2016,08,05,22,85,2,28.1,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-05 11:00 PM,2016,08,05,23,86,2,28.7,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 12:00 AM,2016,08,06,00,87,2,29.0,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 01:00 AM,2016,08,06,01,87,2,29.0,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 02:00 AM,2016,08,06,02,86,2,28.7,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 03:00 AM,2016,08,06,03,85,2,28.4,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 04:00 AM,2016,08,06,04,85,2,28.2,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 05:00 AM,2016,08,06,05,84,2,28.0,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 06:00 AM,2016,08,06,06,83,2,27.5,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 07:00 AM,2016,08,06,07,82,2,26.9,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 08:00 AM,2016,08,06,08,80,2,26.1,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 09:00 AM,2016,08,06,09,80,2,25.7,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 10:00 AM,2016,08,06,10,79,2,25.6,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 11:00 AM,2016,08,06,11,79,2,25.2,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 12:00 PM,2016,08,06,12,79,2,25.2,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 01:00 PM,2016,08,06,13,78,2,25.0,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 02:00 PM,2016,08,06,14,77,2,24.7,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 03:00 PM,2016,08,06,15,78,2,24.9,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 04:00 PM,2016,08,06,16,78,2,24.8,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 05:00 PM,2016,08,06,17,77,2,24.4,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 06:00 PM,2016,08,06,18,75,2,23.7,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 07:00 PM,2016,08,06,19,73,2,22.5,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 08:00 PM,2016,08,06,20,70,2,21.3,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 09:00 PM,2016,08,06,21,68,2,20.0,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 10:00 PM,2016,08,06,22,64,2,18.5,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-06 11:00 PM,2016,08,06,23,63,2,17.8,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 12:00 AM,2016,08,07,00,62,2,17.2,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 01:00 AM,2016,08,07,01,60,2,16.6,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 02:00 AM,2016,08,07,02,60,2,16.2,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 03:00 AM,2016,08,07,03,58,2,15.6,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 04:00 AM,2016,08,07,04,58,2,15.2,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 05:00 AM,2016,08,07,05,56,2,14.6,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 06:00 AM,2016,08,07,06,56,2,14.4,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 07:00 AM,2016,08,07,07,56,2,14.5,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 08:00 AM,2016,08,07,08,57,2,15.0,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 09:00 AM,2016,08,07,09,58,2,15.5,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 10:00 AM,2016,08,07,10,58,2,15.2,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 11:00 AM,2016,08,07,11,58,2,15.2,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 12:00 PM,2016,08,07,12,58,2,15.4,4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 01:00 PM,2016,08,07,13,58,2,15.2,4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 02:00 PM,2016,08,07,14,57,2,14.9,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 03:00 PM,2016,08,07,15,56,2,14.6,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 04:00 PM,2016,08,07,16,56,2,14.3,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 05:00 PM,2016,08,07,17,55,2,14.2,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 06:00 PM,2016,08,07,18,55,2,13.8,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 07:00 PM,2016,08,07,19,54,2,13.7,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 08:00 PM,2016,08,07,20,54,2,13.7,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 09:00 PM,2016,08,07,21,54,2,13.7,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 10:00 PM,2016,08,07,22,55,2,13.8,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-07 11:00 PM,2016,08,07,23,55,2,13.8,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 12:00 AM,2016,08,08,00,55,2,13.9,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 01:00 AM,2016,08,08,01,55,2,14.1,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 02:00 AM,2016,08,08,02,56,2,14.5,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 03:00 AM,2016,08,08,03,56,2,14.7,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 04:00 AM,2016,08,08,04,57,2,14.8,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 05:00 AM,2016,08,08,05,57,2,14.8,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 06:00 AM,2016,08,08,06,56,2,14.6,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 07:00 AM,2016,08,08,07,56,2,14.6,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 08:00 AM,2016,08,08,08,55,2,14.2,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 09:00 AM,2016,08,08,09,55,2,13.9,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 10:00 AM,2016,08,08,10,55,2,13.8,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 11:00 AM,2016,08,08,11,54,2,13.5,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 12:00 PM,2016,08,08,12,53,2,13.1,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 01:00 PM,2016,08,08,13,53,2,13.0,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 02:00 PM,2016,08,08,14,53,2,13.0,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 03:00 PM,2016,08,08,15,53,2,13.1,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 04:00 PM,2016,08,08,16,53,2,13.2,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 05:00 PM,2016,08,08,17,53,2,13.2,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 06:00 PM,2016,08,08,18,54,2,13.5,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 07:00 PM,2016,08,08,19,54,2,13.6,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 08:00 PM,2016,08,08,20,54,2,13.5,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 09:00 PM,2016,08,08,21,54,2,13.7,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 10:00 PM,2016,08,08,22,54,2,13.6,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-08 11:00 PM,2016,08,08,23,55,2,13.8,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-09 12:00 AM,2016,08,09,00,55,2,14.0,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-09 01:00 AM,2016,08,09,01,56,2,14.3,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-08-09 02:00 AM,2016,08,09,02,55,2,13.9,11.0,UG/M3,1 Hr,Valid
